card_id,anki_note_id,ord
1773419771898,1773419771897,0
1773419771899,1773419771897,1
1773419771901,1773419771900,0
1773419771902,1773419771900,1
1773419771904,1773419771903,0
1773419771905,1773419771903,1
1773419771907,1773419771906,0
1773419771908,1773419771906,1
1773419771910,1773419771909,0
1773419771911,1773419771909,1
1773419771913,1773419771912,0
1773419771914,1773419771912,1
1773419771916,1773419771915,0
1773419771917,1773419771915,1
1773419771919,1773419771918,0
1773419771920,1773419771918,1
1773419771922,1773419771921,0
1773419771923,1773419771921,1
1773419771925,1773419771924,0
1773419771926,1773419771924,1
1773419771928,1773419771927,0
1773419771929,1773419771927,1
1773419771931,1773419771930,0
1773419771932,1773419771930,1
1773419771934,1773419771933,0
1773419771935,1773419771933,1
1773419771937,1773419771936,0
1773419771938,1773419771936,1
1773419771940,1773419771939,0
1773419771941,1773419771939,1
1773419771943,1773419771942,0
1773419771944,1773419771942,1
1773419771946,1773419771945,0
1773419771947,1773419771945,1
1773419771949,1773419771948,0
1773419771950,1773419771948,1
1773419771952,1773419771951,0
1773419771953,1773419771951,1
1773419771955,1773419771954,0
1773419771956,1773419771954,1
1773419771958,1773419771957,0
1773419771959,1773419771957,1
1773419771961,1773419771960,0
1773419771962,1773419771960,1
1773419771964,1773419771963,0
1773419771965,1773419771963,1
1773419771967,1773419771966,0
1773419771968,1773419771966,1
1773419771970,1773419771969,0
1773419771971,1773419771969,1
1773419771973,1773419771972,0
1773419771974,1773419771972,1
1773419771976,1773419771975,0
1773419771977,1773419771975,1
1773419771979,1773419771978,0
1773419771980,1773419771978,1
1773419771982,1773419771981,0
1773419771983,1773419771981,1
1773419771985,1773419771984,0
1773419771986,1773419771984,1
1773419771988,1773419771987,0
1773419771989,1773419771987,1
1773419771991,1773419771990,0
1773419771992,1773419771990,1
1773419771994,1773419771993,0
1773419771995,1773419771993,1
1773419771997,1773419771996,0
1773419771998,1773419771996,1
1773419772000,1773419771999,0
1773419772001,1773419771999,1
1773419772003,1773419772002,0
1773419772004,1773419772002,1
1773419772006,1773419772005,0
1773419772007,1773419772005,1
1773419772009,1773419772008,0
1773419772010,1773419772008,1
1773419772012,1773419772011,0
1773419772013,1773419772011,1
1773419772015,1773419772014,0
1773419772016,1773419772014,1
1773419772018,1773419772017,0
1773419772019,1773419772017,1
1773419772021,1773419772020,0
1773419772022,1773419772020,1
1773419772024,1773419772023,0
1773419772025,1773419772023,1
1773419772027,1773419772026,0
1773419772028,1773419772026,1
1773419772030,1773419772029,0
1773419772031,1773419772029,1
1773419772033,1773419772032,0
1773419772034,1773419772032,1
1773419772036,1773419772035,0
1773419772037,1773419772035,1
1773419772039,1773419772038,0
1773419772040,1773419772038,1
1773419772042,1773419772041,0
1773419772043,1773419772041,1
1773419772045,1773419772044,0
1773419772046,1773419772044,1
1773419772048,1773419772047,0
1773419772049,1773419772047,1
1773419772051,1773419772050,0
1773419772052,1773419772050,1
1773419772054,1773419772053,0
1773419772055,1773419772053,1
1773419772057,1773419772056,0
1773419772058,1773419772056,1
1773419772060,1773419772059,0
1773419772061,1773419772059,1
1773419772063,1773419772062,0
1773419772064,1773419772062,1
1773419772066,1773419772065,0
1773419772067,1773419772065,1
1773419772069,1773419772068,0
1773419772070,1773419772068,1
1773419772072,1773419772071,0
1773419772073,1773419772071,1
1773419772075,1773419772074,0
1773419772076,1773419772074,1
1773419772078,1773419772077,0
1773419772079,1773419772077,1
1773419772081,1773419772080,0
1773419772082,1773419772080,1
1773419772084,1773419772083,0
1773419772085,1773419772083,1
1773419772087,1773419772086,0
1773419772088,1773419772086,1
1773419772090,1773419772089,0
1773419772091,1773419772089,1
1773419772093,1773419772092,0
1773419772094,1773419772092,1
1773419772096,1773419772095,0
1773419772097,1773419772095,1
1773419772099,1773419772098,0
1773419772100,1773419772098,1
1773419772102,1773419772101,0
1773419772103,1773419772101,1
1773419772105,1773419772104,0
1773419772106,1773419772104,1
1773419772108,1773419772107,0
1773419772109,1773419772107,1
1773419772111,1773419772110,0
1773419772112,1773419772110,1
1773419772114,1773419772113,0
1773419772115,1773419772113,1
1773419772117,1773419772116,0
1773419772118,1773419772116,1
1773419772120,1773419772119,0
1773419772121,1773419772119,1
1773419772123,1773419772122,0
1773419772124,1773419772122,1
1773419772126,1773419772125,0
1773419772127,1773419772125,1
1773419772129,1773419772128,0
1773419772130,1773419772128,1
1773419772132,1773419772131,0
1773419772133,1773419772131,1
1773419772135,1773419772134,0
1773419772136,1773419772134,1
1773419772138,1773419772137,0
1773419772139,1773419772137,1
1773419772141,1773419772140,0
1773419772142,1773419772140,1
1773419772144,1773419772143,0
1773419772145,1773419772143,1
1773419772147,1773419772146,0
1773419772148,1773419772146,1
1773419772150,1773419772149,0
1773419772151,1773419772149,1
1773419772153,1773419772152,0
1773419772154,1773419772152,1
1773419772156,1773419772155,0
1773419772157,1773419772155,1
1773419772159,1773419772158,0
1773419772160,1773419772158,1
1773419772162,1773419772161,0
1773419772163,1773419772161,1
1773419772165,1773419772164,0
1773419772166,1773419772164,1
1773419772168,1773419772167,0
1773419772169,1773419772167,1
1773419772171,1773419772170,0
1773419772172,1773419772170,1
1773419772174,1773419772173,0
1773419772175,1773419772173,1
1773419772177,1773419772176,0
1773419772178,1773419772176,1
1773419772180,1773419772179,0
1773419772181,1773419772179,1
1773419772183,1773419772182,0
1773419772184,1773419772182,1
1773419772186,1773419772185,0
1773419772187,1773419772185,1
1773419772189,1773419772188,0
1773419772190,1773419772188,1
1773419772192,1773419772191,0
1773419772193,1773419772191,1
1773419772195,1773419772194,0
1773419772196,1773419772194,1
1773419772198,1773419772197,0
1773419772199,1773419772197,1
1773419772201,1773419772200,0
1773419772202,1773419772200,1
1773419772204,1773419772203,0
1773419772205,1773419772203,1
1773419772207,1773419772206,0
1773419772208,1773419772206,1
1773419772210,1773419772209,0
1773419772211,1773419772209,1
1773419772213,1773419772212,0
1773419772214,1773419772212,1
1773419772216,1773419772215,0
1773419772217,1773419772215,1
1773419772219,1773419772218,0
1773419772220,1773419772218,1
1773419772222,1773419772221,0
1773419772223,1773419772221,1
1773419772225,1773419772224,0
1773419772226,1773419772224,1
1773419772228,1773419772227,0
1773419772229,1773419772227,1
1773419772231,1773419772230,0
1773419772232,1773419772230,1
1773419772234,1773419772233,0
1773419772235,1773419772233,1
1773419772237,1773419772236,0
1773419772238,1773419772236,1
1773419772240,1773419772239,0
1773419772241,1773419772239,1
1773419772243,1773419772242,0
1773419772244,1773419772242,1
1773419772246,1773419772245,0
1773419772247,1773419772245,1
1773419772249,1773419772248,0
1773419772250,1773419772248,1
1773419772252,1773419772251,0
1773419772253,1773419772251,1
1773419772255,1773419772254,0
1773419772256,1773419772254,1
1773419772258,1773419772257,0
1773419772259,1773419772257,1
1773419772261,1773419772260,0
1773419772262,1773419772260,1
1773419772264,1773419772263,0
1773419772265,1773419772263,1
1773419772267,1773419772266,0
1773419772268,1773419772266,1
1773419772270,1773419772269,0
1773419772271,1773419772269,1
1773419772273,1773419772272,0
1773419772274,1773419772272,1
1773419772276,1773419772275,0
1773419772277,1773419772275,1
1773419772279,1773419772278,0
1773419772280,1773419772278,1
1773419772282,1773419772281,0
1773419772283,1773419772281,1
1773419772285,1773419772284,0
1773419772286,1773419772284,1
1773419772288,1773419772287,0
1773419772289,1773419772287,1
1773419772291,1773419772290,0
1773419772292,1773419772290,1
1773419772294,1773419772293,0
1773419772295,1773419772293,1
1773419772297,1773419772296,0
1773419772298,1773419772296,1
1773419772300,1773419772299,0
1773419772301,1773419772299,1
1773419772303,1773419772302,0
1773419772304,1773419772302,1
1773419772306,1773419772305,0
1773419772307,1773419772305,1
1773419772309,1773419772308,0
1773419772310,1773419772308,1
1773419772312,1773419772311,0
1773419772313,1773419772311,1
1773419772315,1773419772314,0
1773419772316,1773419772314,1
1773419772318,1773419772317,0
1773419772319,1773419772317,1
1773419772321,1773419772320,0
1773419772322,1773419772320,1
1773419772324,1773419772323,0
1773419772325,1773419772323,1
1773419772327,1773419772326,0
1773419772328,1773419772326,1
1773419772330,1773419772329,0
1773419772331,1773419772329,1
1773419772333,1773419772332,0
1773419772334,1773419772332,1
1773419772336,1773419772335,0
1773419772337,1773419772335,1
1773419772339,1773419772338,0
1773419772340,1773419772338,1
1773419772342,1773419772341,0
1773419772343,1773419772341,1
1773419772345,1773419772344,0
1773419772346,1773419772344,1
1773419772348,1773419772347,0
1773419772349,1773419772347,1
1773419772351,1773419772350,0
1773419772352,1773419772350,1
1773419772354,1773419772353,0
1773419772355,1773419772353,1
1773419772357,1773419772356,0
1773419772358,1773419772356,1
1773419772360,1773419772359,0
1773419772361,1773419772359,1
1773419772363,1773419772362,0
1773419772364,1773419772362,1
1773419772366,1773419772365,0
1773419772367,1773419772365,1
1773419772369,1773419772368,0
1773419772370,1773419772368,1
1773419772372,1773419772371,0
1773419772373,1773419772371,1
1773419772375,1773419772374,0
1773419772376,1773419772374,1
1773419772378,1773419772377,0
1773419772379,1773419772377,1
1773419772381,1773419772380,0
1773419772382,1773419772380,1
1773419772384,1773419772383,0
1773419772385,1773419772383,1
1773419772387,1773419772386,0
1773419772388,1773419772386,1
1773419772390,1773419772389,0
1773419772391,1773419772389,1
1773419772393,1773419772392,0
1773419772394,1773419772392,1
1773419772396,1773419772395,0
1773419772397,1773419772395,1
1773419772399,1773419772398,0
1773419772400,1773419772398,1
1773419772402,1773419772401,0
1773419772403,1773419772401,1
1773419772405,1773419772404,0
1773419772406,1773419772404,1
1773419772408,1773419772407,0
1773419772409,1773419772407,1
1773419772411,1773419772410,0
1773419772412,1773419772410,1
1773419772414,1773419772413,0
1773419772415,1773419772413,1
1773419772417,1773419772416,0
1773419772418,1773419772416,1
1773419772420,1773419772419,0
1773419772421,1773419772419,1
1773419772423,1773419772422,0
1773419772424,1773419772422,1
1773419772426,1773419772425,0
1773419772427,1773419772425,1
1773419772429,1773419772428,0
1773419772430,1773419772428,1
1773419772432,1773419772431,0
1773419772433,1773419772431,1
1773419772435,1773419772434,0
1773419772436,1773419772434,1
1773419772438,1773419772437,0
1773419772439,1773419772437,1
1773419772441,1773419772440,0
1773419772442,1773419772440,1
1773419772444,1773419772443,0
1773419772445,1773419772443,1
1773419772447,1773419772446,0
1773419772448,1773419772446,1
1773419772450,1773419772449,0
1773419772451,1773419772449,1
1773419772453,1773419772452,0
1773419772454,1773419772452,1
1773419772456,1773419772455,0
1773419772457,1773419772455,1
1773419772459,1773419772458,0
1773419772460,1773419772458,1
1773419772462,1773419772461,0
1773419772463,1773419772461,1
1773419772465,1773419772464,0
1773419772466,1773419772464,1
1773419772468,1773419772467,0
1773419772469,1773419772467,1
1773419772471,1773419772470,0
1773419772472,1773419772470,1
1773419772474,1773419772473,0
1773419772475,1773419772473,1
1773419772477,1773419772476,0
1773419772478,1773419772476,1
1773419772480,1773419772479,0
1773419772481,1773419772479,1
1773419772483,1773419772482,0
1773419772484,1773419772482,1
1773419772486,1773419772485,0
1773419772487,1773419772485,1
1773419772489,1773419772488,0
1773419772490,1773419772488,1
1773419772492,1773419772491,0
1773419772493,1773419772491,1
1773419772495,1773419772494,0
1773419772496,1773419772494,1
1773419772498,1773419772497,0
1773419772499,1773419772497,1
1773419772501,1773419772500,0
1773419772502,1773419772500,1
1773419772504,1773419772503,0
1773419772505,1773419772503,1
1773419772507,1773419772506,0
1773419772508,1773419772506,1
1773419772510,1773419772509,0
1773419772511,1773419772509,1
1773419772513,1773419772512,0
1773419772514,1773419772512,1
1773419772516,1773419772515,0
1773419772517,1773419772515,1
1773419772519,1773419772518,0
1773419772520,1773419772518,1
1773419772522,1773419772521,0
1773419772523,1773419772521,1
1773419772525,1773419772524,0
1773419772526,1773419772524,1
1773419772528,1773419772527,0
1773419772529,1773419772527,1
1773419772531,1773419772530,0
1773419772532,1773419772530,1
1773419772534,1773419772533,0
1773419772535,1773419772533,1
1773419772537,1773419772536,0
1773419772538,1773419772536,1
1773419772540,1773419772539,0
1773419772541,1773419772539,1
1773419772543,1773419772542,0
1773419772544,1773419772542,1
1773419772546,1773419772545,0
1773419772547,1773419772545,1
1773419772549,1773419772548,0
1773419772550,1773419772548,1
1773419772552,1773419772551,0
1773419772553,1773419772551,1
1773419772555,1773419772554,0
1773419772556,1773419772554,1
1773419772558,1773419772557,0
1773419772559,1773419772557,1
1773419772561,1773419772560,0
1773419772562,1773419772560,1
1773419772564,1773419772563,0
1773419772565,1773419772563,1
1773419772567,1773419772566,0
1773419772568,1773419772566,1
1773419772570,1773419772569,0
1773419772571,1773419772569,1
1773419772573,1773419772572,0
1773419772574,1773419772572,1
1773419772576,1773419772575,0
1773419772577,1773419772575,1
1773419772579,1773419772578,0
1773419772580,1773419772578,1
1773419772582,1773419772581,0
1773419772583,1773419772581,1
1773419772585,1773419772584,0
1773419772586,1773419772584,1
1773419772588,1773419772587,0
1773419772589,1773419772587,1
1773419772591,1773419772590,0
1773419772592,1773419772590,1
1773419772594,1773419772593,0
1773419772595,1773419772593,1
1773419772597,1773419772596,0
1773419772598,1773419772596,1
1773419772600,1773419772599,0
1773419772601,1773419772599,1
1773419772603,1773419772602,0
1773419772604,1773419772602,1
1773419772606,1773419772605,0
1773419772607,1773419772605,1
1773419772609,1773419772608,0
1773419772610,1773419772608,1
1773419772612,1773419772611,0
1773419772613,1773419772611,1
1773419772615,1773419772614,0
1773419772616,1773419772614,1
1773419772618,1773419772617,0
1773419772619,1773419772617,1
1773419772621,1773419772620,0
1773419772622,1773419772620,1
1773419772624,1773419772623,0
1773419772625,1773419772623,1
1773419772627,1773419772626,0
1773419772628,1773419772626,1
1773419772630,1773419772629,0
1773419772631,1773419772629,1
1773419772633,1773419772632,0
1773419772634,1773419772632,1
1773419772636,1773419772635,0
1773419772637,1773419772635,1
1773419772639,1773419772638,0
1773419772640,1773419772638,1
1773419772642,1773419772641,0
1773419772643,1773419772641,1
1773419772645,1773419772644,0
1773419772646,1773419772644,1
1773419772648,1773419772647,0
1773419772649,1773419772647,1
1773419772651,1773419772650,0
1773419772652,1773419772650,1
1773419772654,1773419772653,0
1773419772655,1773419772653,1
1773419772657,1773419772656,0
1773419772658,1773419772656,1
1773419772660,1773419772659,0
1773419772661,1773419772659,1
1773419772663,1773419772662,0
1773419772664,1773419772662,1
1773419772666,1773419772665,0
1773419772667,1773419772665,1
1773419772669,1773419772668,0
1773419772670,1773419772668,1
1773419772672,1773419772671,0
1773419772673,1773419772671,1
1773419772675,1773419772674,0
1773419772676,1773419772674,1
1773419772678,1773419772677,0
1773419772679,1773419772677,1
1773419772681,1773419772680,0
1773419772682,1773419772680,1
1773419772684,1773419772683,0
1773419772685,1773419772683,1
1773419772687,1773419772686,0
1773419772688,1773419772686,1
1773419772690,1773419772689,0
1773419772691,1773419772689,1
1773419772693,1773419772692,0
1773419772694,1773419772692,1
1773419772696,1773419772695,0
1773419772697,1773419772695,1
1773419772699,1773419772698,0
1773419772700,1773419772698,1
1773419772702,1773419772701,0
1773419772703,1773419772701,1
1773419772705,1773419772704,0
1773419772706,1773419772704,1
1773419772708,1773419772707,0
1773419772709,1773419772707,1
1773419772711,1773419772710,0
1773419772712,1773419772710,1
1773419772714,1773419772713,0
1773419772715,1773419772713,1
1773419772717,1773419772716,0
1773419772718,1773419772716,1
1773419772720,1773419772719,0
1773419772721,1773419772719,1
1773419772723,1773419772722,0
1773419772724,1773419772722,1
1773419772726,1773419772725,0
1773419772727,1773419772725,1
1773419772729,1773419772728,0
1773419772730,1773419772728,1
1773419772732,1773419772731,0
1773419772733,1773419772731,1
1773419772735,1773419772734,0
1773419772736,1773419772734,1
1773419772738,1773419772737,0
1773419772739,1773419772737,1
1773419772741,1773419772740,0
1773419772742,1773419772740,1
1773419772744,1773419772743,0
1773419772745,1773419772743,1
1773419772747,1773419772746,0
1773419772748,1773419772746,1
1773419772750,1773419772749,0
1773419772751,1773419772749,1
1773419772753,1773419772752,0
1773419772754,1773419772752,1
1773419772756,1773419772755,0
1773419772757,1773419772755,1
1773419772759,1773419772758,0
1773419772760,1773419772758,1
1773419772762,1773419772761,0
1773419772763,1773419772761,1
1773419772765,1773419772764,0
1773419772766,1773419772764,1
1773419772768,1773419772767,0
1773419772769,1773419772767,1
1773419772771,1773419772770,0
1773419772772,1773419772770,1
1773419772774,1773419772773,0
1773419772775,1773419772773,1
1773419772777,1773419772776,0
1773419772778,1773419772776,1
1773419772780,1773419772779,0
1773419772781,1773419772779,1
1773419772783,1773419772782,0
1773419772784,1773419772782,1
1773419772786,1773419772785,0
1773419772787,1773419772785,1
1773419772789,1773419772788,0
1773419772790,1773419772788,1
1773419772792,1773419772791,0
1773419772793,1773419772791,1
1773419772795,1773419772794,0
1773419772796,1773419772794,1
1773419772798,1773419772797,0
1773419772799,1773419772797,1
1773419772801,1773419772800,0
1773419772802,1773419772800,1
1773419772804,1773419772803,0
1773419772805,1773419772803,1
1773419772807,1773419772806,0
1773419772808,1773419772806,1
1773419772810,1773419772809,0
1773419772811,1773419772809,1
1773419772813,1773419772812,0
1773419772814,1773419772812,1
1773419772816,1773419772815,0
1773419772817,1773419772815,1
1773419772819,1773419772818,0
1773419772820,1773419772818,1
1773419772822,1773419772821,0
1773419772823,1773419772821,1
1773419772825,1773419772824,0
1773419772826,1773419772824,1
1773419772828,1773419772827,0
1773419772829,1773419772827,1
1773419772831,1773419772830,0
1773419772832,1773419772830,1
1773419772834,1773419772833,0
1773419772835,1773419772833,1
1773419772837,1773419772836,0
1773419772838,1773419772836,1
1773419772840,1773419772839,0
1773419772841,1773419772839,1
1773419772843,1773419772842,0
1773419772844,1773419772842,1
1773419772846,1773419772845,0
1773419772847,1773419772845,1
1773419772849,1773419772848,0
1773419772850,1773419772848,1
1773419772852,1773419772851,0
1773419772853,1773419772851,1
1773419772855,1773419772854,0
1773419772856,1773419772854,1
1773419772858,1773419772857,0
1773419772859,1773419772857,1
1773419772861,1773419772860,0
1773419772862,1773419772860,1
1773419772864,1773419772863,0
1773419772865,1773419772863,1
1773419772867,1773419772866,0
1773419772868,1773419772866,1
1773419772870,1773419772869,0
1773419772871,1773419772869,1
1773419772873,1773419772872,0
1773419772874,1773419772872,1
1773419772876,1773419772875,0
1773419772877,1773419772875,1
1773419772879,1773419772878,0
1773419772880,1773419772878,1
1773419772882,1773419772881,0
1773419772883,1773419772881,1
1773419772885,1773419772884,0
1773419772886,1773419772884,1
1773419772888,1773419772887,0
1773419772889,1773419772887,1
1773419772891,1773419772890,0
1773419772892,1773419772890,1
1773419772894,1773419772893,0
1773419772895,1773419772893,1
1773419772897,1773419772896,0
1773419772898,1773419772896,1
1773419772900,1773419772899,0
1773419772901,1773419772899,1
1773419772903,1773419772902,0
1773419772904,1773419772902,1
1773419772906,1773419772905,0
1773419772907,1773419772905,1
1773419772909,1773419772908,0
1773419772910,1773419772908,1
1773419772912,1773419772911,0
1773419772913,1773419772911,1
1773419772915,1773419772914,0
1773419772916,1773419772914,1
1773419772918,1773419772917,0
1773419772919,1773419772917,1
1773419772921,1773419772920,0
1773419772922,1773419772920,1
1773419772924,1773419772923,0
1773419772925,1773419772923,1
1773419772927,1773419772926,0
1773419772928,1773419772926,1
1773419772930,1773419772929,0
1773419772931,1773419772929,1
1773419772933,1773419772932,0
1773419772934,1773419772932,1
1773419772936,1773419772935,0
1773419772937,1773419772935,1
1773419772939,1773419772938,0
1773419772940,1773419772938,1
1773419772942,1773419772941,0
1773419772943,1773419772941,1
1773419772945,1773419772944,0
1773419772946,1773419772944,1
1773419772948,1773419772947,0
1773419772949,1773419772947,1
1773419772951,1773419772950,0
1773419772952,1773419772950,1
1773419772954,1773419772953,0
1773419772955,1773419772953,1
1773419772957,1773419772956,0
1773419772958,1773419772956,1
1773419772960,1773419772959,0
1773419772961,1773419772959,1
1773419772963,1773419772962,0
1773419772964,1773419772962,1
1773419772966,1773419772965,0
1773419772967,1773419772965,1
1773419772969,1773419772968,0
1773419772970,1773419772968,1
1773419772972,1773419772971,0
1773419772973,1773419772971,1
1773419772975,1773419772974,0
1773419772976,1773419772974,1
1773419772978,1773419772977,0
1773419772979,1773419772977,1
1773419772981,1773419772980,0
1773419772982,1773419772980,1
1773419772984,1773419772983,0
1773419772985,1773419772983,1
1773419772987,1773419772986,0
1773419772988,1773419772986,1
1773419772990,1773419772989,0
1773419772991,1773419772989,1
1773419772993,1773419772992,0
1773419772994,1773419772992,1
1773419772996,1773419772995,0
1773419772997,1773419772995,1
1773419772999,1773419772998,0
1773419773000,1773419772998,1
1773419773002,1773419773001,0
1773419773003,1773419773001,1
1773419773005,1773419773004,0
1773419773006,1773419773004,1
1773419773008,1773419773007,0
1773419773009,1773419773007,1
1773419773011,1773419773010,0
1773419773012,1773419773010,1
1773419773014,1773419773013,0
1773419773015,1773419773013,1
1773419773017,1773419773016,0
1773419773018,1773419773016,1
1773419773020,1773419773019,0
1773419773021,1773419773019,1
1773419773023,1773419773022,0
1773419773024,1773419773022,1
1773419773026,1773419773025,0
1773419773027,1773419773025,1
