note_id,fo_word,fo_sentence,na_word,na_sentence,na_note,fo_sentence_audio,fo_word_audio,tags
84886454623,<b>durch</b>,Am besten gehen Sie <b><i>durch</i></b> die Breite Straße.,prin/în/gata/din cauza,Mai bine mergeți prin strada Breite.,,[sound:gtts-sent-048f7698-7cf4ae92-1e4f2bbf-80561bc1-ea258062.mp3],[sound:gtts-word-41183c82-98bf8700-413f99de-d7d8eca5-ea2abfcd.mp3],PREP
84886454624,"<span style=""color:#F5279F""><b>die</b></span> Durchsage, -n","Ich habe <b><i><span style=""color:#F5279F"">die Durchsage</span></i></b> nicht verstanden.",anunț,Nu am înțeles anunțul.,,[sound:gtts-sent-3c28e9fe-1cbe842e-4ca609fd-cabd88d8-7365481e.mp3],[sound:gtts-word-4302ebe0-90cc11fb-4248715d-677e00e5-9d47975a.mp3],NOUN
84886454625,"<b>dürfen</b>, <span style=""color:#0DA6FF"">durfte</span>, hat <span style=""color:#FFFB3D"">gedurft</span><br><br><div><i>(acc., zu+D)</i></div>",Sie <b><i>dürfen</i></b> hier nicht rauchen.,a avea voie,Nu aveți voie să fumați aici.,,[sound:gtts-sent-8d57c97f-1ee2d8d9-81bce844-a4e35ea1-4b2291aa.mp3],[sound:gtts-word-81ca042e-190d192f-5b55dbd6-b3dc9c02-17d5c654.mp3],VERB
84886454626,"<b>dürfen</b>, <span style=""color:#0DA6FF"">durfte</span>, hat <span style=""color:#FFFB3D"">gedurft</span><br><br><div><i>(acc., zu+D)</i></div>",<b><i>Darf</i></b> ich Sie zu einem Kaffee einladen?,a avea voie,Aș putea să vă invit la o cafea?,,[sound:gtts-sent-1b9346e2-c3faea52-782e64ca-dd3d9249-05522de5.mp3],[sound:gtts-word-81ca042e-190d192f-5b55dbd6-b3dc9c02-17d5c654.mp3],VERB
84886454627,"<b>dürfen</b>, <span style=""color:#0DA6FF"">durfte</span>, hat <span style=""color:#FFFB3D"">gedurft</span><br><br><div><i>(acc., zu+D)</i></div>",Es <b><i>darf</i></b> nicht mehr als 15 Euro kosten.,"a avea voie, a putea",N-ar avea cum să coste mai mult de 15 euro.,,[sound:gtts-sent-edd2298e-9e3d4de2-f4c32bfb-aef35d4a-dc84ca95.mp3],[sound:gtts-word-81ca042e-190d192f-5b55dbd6-b3dc9c02-17d5c654.mp3],VERB
84886454628,"<span style=""color:#279FF5""><b>der</b></span> Durst, -es, -","Hast du etwas zu trinken? Ich habe großen <b><i><span style=""color:#279FF5"">Durst</span></i></b>.",sete,Ai ceva de băut? Îmi e tare sete.,,[sound:gtts-sent-5f5a7306-89d6fc58-d89e30da-2c6a33cf-5646093f.mp3],[sound:gtts-word-387928ab-d163c0f6-2b68912c-eb35f637-a51dfc7b.mp3],NOUN
84886454629,"<b>(sich) duschen</b>, <span style=""color:#0DA6FF"">duschte</span>, hat <span style=""color:#FFFB3D"">geduscht</span>","Ich bade nicht so gern, ich <b><i>dusche</i></b> lieber.",a face duș,"Nu-mi place prea mult să fac baie, îmi place dușul mai mult.",,[sound:gtts-sent-a89dca9f-139fa575-50b53048-431fa9a2-922d5d60.mp3],[sound:gtts-word-51f0b554-855504f2-81fb8f0f-4cb1ed35-a297db13.mp3],VERB
84886454630,"<b><span style=""color:#F5279F"">die</span> Dusche</b>, -n","Unsere Wohnung hat nur eine <b><i><span style=""color:#F5279F"">Dusche</span></i></b>.",duș,Locuința noastră are doar un duș.,,[sound:gtts-sent-22c3f7aa-a5c2c6db-240a8075-2a6088f7-82167da4.mp3],[sound:gtts-word-2dbad5da-e3dae9b7-4a0c8779-409f90d1-2d1726eb.mp3],NOUN
84886454631,"<span style=""color:#F5279F""><b>die</b></span> Ecke, -n","An der nächsten <b><i><span style=""color:#F5279F"">Ecke</span></i></b> links.",colț,La următorul colț la strânga.,,[sound:gtts-sent-4def41bc-2b33a50a-c16a7cd9-1aeee94d-88e94b67.mp3],[sound:gtts-word-190b04e8-1b7b72c2-2a2dd628-d4ee9715-946c9b2d.mp3],NOUN
84886454632,"<span style=""color:#F5279F""><b>die</b></span> Ehefrau, -en","Das ist <b><i><span style=""color:#F5279F"">meine (Ehe-) Frau</span></i></b>.",nevastă/soție,Aceasta este soția mea.,,[sound:gtts-sent-318be181-fe689325-294de3f0-072175c4-6d4a5a85.mp3],[sound:gtts-word-ca50827d-224d797a-4bdf5e40-a1575385-959e6331.mp3],NOUN
84886454633,"<span style=""color:#279FF5""><b>der</b></span> Ehemann, -(e)s, ⸚er","Das ist mein <b><i><span style=""color:#279FF5"">(Ehe-) Mann</span></i></b>.",soț,Acesta este soțul meu.,,[sound:gtts-sent-6c7a3a28-b691aa21-fb3de122-90e3d7d6-e0417dfa.mp3],[sound:gtts-word-fd3aa08a-dfddb294-d2ec3e46-e647b722-296de48f.mp3],NOUN
84886454634,"<span style=""color:#9FF527""><b>das</b></span> Ei, -(e)s, -er","Möchtest du ein <b><i><span style=""color:#9FF527"">Ei</span></i></b> zum Frühstück?","ou, testicul / coi (pop.)",Ai dori un ou la micul dejun?,,[sound:gtts-sent-8c96a3ab-518aa13e-0d72e313-85e11980-97311625.mp3],[sound:gtts-word-97004f34-8ee34007-41991e78-1723f5aa-a0f9e11a.mp3],NOUN
84886454635,"<b>eilig</b>, eiliger, am eiligsten",Hast du es <b><i>eilig</i></b>?,urgent/grăbit,Ești grăbit?,es eilig haben = a avea o urgență/a fi în grabă,[sound:gtts-sent-fff066b8-77d74098-b11aa77e-d8ce4756-05626440.mp3],[sound:gtts-word-864012ee-9d7d0aee-260ff17b-3f5a4e31-82697c83.mp3],ADJ
84886454636,<b>ein</b>-,Ich nehme <b><i>ein</i></b> Bier. Willst du auch <i>eins</i>?,un/o,"O să iau o bere. Vrei și tu una, de asemenea?",,[sound:gtts-sent-e36bc32d-7ea19361-ce0eb78d-d405db53-d9adb026.mp3],[sound:gtts-word-e8777ee3-dfa82ba8-840b051b-17eb5982-f92311bd.mp3],NUM
84886454637,"<b>einer, eine, eines</b>","Ist hier <b><i>einer</i></b>, der das kann?",unul/uneia,"Este (vre)unul pe aici, care poate face asta?",alt: “Ist hier jemand…”,[sound:gtts-sent-6201f216-e4d9c5e8-abe8d960-f0255069-c04b38ba.mp3],[sound:gtts-word-f9479301-882192b6-b0287e93-4e66d3cb-e7b8e1aa.mp3],NUM
84886454638,"<b>einfach</b>, einfacher, am einfachsten",Die Prüfung ist ganz <b><i>einfach</i></b>.,simplu/ușor,Testul este foarte simplu.,,[sound:gtts-sent-e2155e36-435835b8-8e644007-fbb1648a-fda36a52.mp3],[sound:gtts-word-890fff88-bc331ff6-ea3b91e2-69d67d6b-958a781b.mp3],ADJ
84886454639,"<b>einfach</b>, einfacher, am einfachsten","● Hin und zurück?<br>■ Nein, bitte nur <b><i>einfach</i></b>.",simplu/ușor,"● Dus și întors?<br>■ Nu, vă rog numai simplu (dus).",,[sound:gtts-sent-57d96938-2d3624f5-cb95d059-856f5902-6c7b6136.mp3],[sound:gtts-word-890fff88-bc331ff6-ea3b91e2-69d67d6b-958a781b.mp3],ADJ
84886454640,"<b>einfach</b>, einfacher, am einfachsten",Ich brauche nur ein <b><i>einfaches</i></b> Zimmer.,simplu/ușor,Am nevoie doar de o cameră simplă.,,[sound:gtts-sent-ae06078a-7cf44896-00b7037f-af30a263-f4530286.mp3],[sound:gtts-word-890fff88-bc331ff6-ea3b91e2-69d67d6b-958a781b.mp3],ADJ
84886454641,"<span style=""color:#279FF5""><b>der</b></span> Eingang, -(e)s, ⸚e","Der <b><i><span style=""color:#279FF5"">Eingang</span></i></b> ist um die Ecke.",intrare,Intrarea este pe la colț.,,[sound:gtts-sent-bd4ba98c-cb12ede3-d1994d7c-7d984f60-bba97eab.mp3],[sound:gtts-word-3de2e14a-b08f22d1-bf6d3389-2d94a3d3-cf026ab9.mp3],NOUN
84886454642,"<b>einkaufen</b>, <span style=""color:#0DA6FF"">kaufte ein</span>, hat <span style=""color:#FFFB3D"">eingekauft</span>",Ich muss noch für morgen <b><i>einkaufen</i></b>.,a cumpăra/achiziționa/a face piața,Tot trebuie să cumpăr mâine.,,[sound:gtts-sent-2219bf45-04a6f567-2aba7c6f-0e3c33a3-69caf929.mp3],[sound:gtts-word-95186811-68451118-7bc71952-1e497e57-72199196.mp3],VERB
84886454643,"<b>einladen</b>, <span style=""color:#0DA6FF"">lud ein</span>, hat <span style=""color:#FFFB3D"">eingeladen</span>",Darf ich Sie zu einem Kaffee <b><i>einladen</i></b>?,a invita/a pofti/a încărca [mărfuri],Vă pot invita la o cafea?,,[sound:gtts-sent-1b9346e2-c3faea52-782e64ca-dd3d9249-05522de5.mp3],[sound:gtts-word-ff449d1d-52aebeea-d20fe9a5-48d115da-e163b6d2.mp3],VERB
84886454644,"<span style=""color:#F5279F""><b>die</b></span> Einladung, -en","Danke für <b><i><span style=""color:#F5279F"">die Einladung</span></i></b>!",invitație,Mulțumesc pentru invitație!,,[sound:gtts-sent-c043c5ab-00dac717-1919cbe4-97a4a962-be112ad2.mp3],[sound:gtts-word-f785e264-41a9f086-50c0119e-0906c064-7288091d.mp3],NOUN
84886454645,<b>noch einmal</b>,Diese Prüfung mache ich nicht <b><i>noch einmal</i></b>.,încă o dată,Eu nu o să mai dau încă o dată acest examen.,,[sound:gtts-sent-6ba975ea-c52db74e-3e708c30-fa289f2c-db1a812a.mp3],[sound:gtts-word-951a0850-0cac2d49-d43599ce-bd38c1e0-b322f15d.mp3],PHRASE
84886454646,<b>einmal</b>,Sie dürfen diese Prüfung nur <b><i>einmal</i></b> machen.,o dată/odată,Aveți voie să faceți acest examen numai o dată.,,[sound:gtts-sent-172c1044-41c36934-b6585fca-7ede9723-21ed1cfe.mp3],[sound:gtts-word-f1c974d0-395925fd-80ac2c09-8be2736f-c7915b84.mp3],NUM
84886454647,"<b>einsteigen</b>, <span style=""color:#0DA6FF"">stieg ein</span>, <span style=""color:#FF1D23"">ist</span> <span style=""color:#FFFB3D"">eingestiegen</span><br><br><div><i>(auf+A, gegen+A, über+A, mit+D, in+A, bei+D)</i></div>","Schnell, <b><i>steig ein</i></b>, der Zug fährt gleich.",a se urca [într-un vehicul]/a intra într-o afacere,"Repede, urca-ți, trenul e pe cale să plece.",,[sound:gtts-sent-4777f4ec-4a00553b-04ecad36-b676c697-15fbdb78.mp3],[sound:gtts-word-3f22118f-f15a05c8-bcaeda8f-1346a107-ed4467a0.mp3],VERB
84886454648,"<span style=""color:#279FF5""><b>der</b></span> Eintritt, -(e)s, -e","Der Preis für <b><i><span style=""color:#279FF5"">den Eintritt</span></i></b> ist 5 Euro.","intrare, admisie",Prețul penru intrare este 5 euro.,,[sound:gtts-sent-f36366c7-8d77a6dd-e44444a8-ed20ce26-ae1005dd.mp3],[sound:gtts-word-3469a08c-a1d4c142-97e674b8-e830bb9d-3223f16d.mp3],NOUN
84886454649,"<span style=""color:#9FF527""><b>das</b></span> Einzelzimmer, -s, -","Haben Sie noch ein <b><i><span style=""color:#9FF527"">Einzelzimmer</span></i></b>?",cameră simplă,Aveți o altă cameră simplă?,,[sound:gtts-sent-2bafca6f-4614dff0-75a33b3f-2af7fb8c-f4c444f7.mp3],[sound:gtts-word-f3becbc3-53f6b7fb-7624bc3c-9c030afd-7c9adfb1.mp3],NOUN
84886454650,"<span style=""color:#F5279F""><b>die</b></span> Eltern (pl.)","Meine <b><i><span style=""color:#F5279F"">Eltern</span></i></b> leben in Spanien.",părinți,Părinții trăiesc în Spania.,,[sound:gtts-sent-9e356274-74f77654-a5a5cd07-7620a4a5-f0ed7e19.mp3],[sound:gtts-word-3ea7e277-c31589a0-6813ed2a-fbf0bbc1-a5361de4.mp3],NOUN
84886454651,"<span style=""color:#F5279F""><b>die</b></span> E-Mail, -s","Ich habe Ihre <b><i><span style=""color:#F5279F"">E-Mail</span></i></b> nicht bekommen.",e-mail,Nu am primit e-mailul dumneavoastră.,,[sound:gtts-sent-c736b40a-968d513c-b1ad615f-95a19974-c2c25333.mp3],[sound:gtts-word-90001bf7-b6080ea7-0fbde551-ac8a87ed-cabbdf72.mp3],NOUN
84886454652,"<span style=""color:#279FF5""><b>der</b></span> Empfänger, -s, –","Auf dem Brief steht dein Name, also bist du <b><i><span style=""color:#279FF5"">der Empfänger</span></i></b>.","destinatar, receptor","Pe scrisoare e numele tău, deci, ești destinatarul.",,[sound:gtts-sent-db084ed7-92f3ce48-533fb38a-d19c6c1d-be0944af.mp3],[sound:gtts-word-4aad552d-5d2024d3-cce98a97-1beb36ac-5ff5f8bf.mp3],NOUN
84886454653,"<b>empfehlen</b>, <span style=""color:#0DA6FF"">empfahl</span>, hat <span style=""color:#FFFB3D"">empfohlen</span><br><br><div><br><i>acc., (sich+A, dat., für+A, bei+D, als)</i></div>",Welchen Wein können Sie mir <b><i>empfehlen</i></b>?,a recomanda/sfătui,Ce vin îmi puteți recomanda?,,[sound:gtts-sent-aab7f901-ea29906b-aede3c17-ba41c7fc-eac81f10.mp3],[sound:gtts-word-a4f69db1-d1407bd7-9a507311-4173f79a-d060e740.mp3],VERB
84886454654,"<b>enden</b>, <span style=""color:#0DA6FF"">endete</span>, hat <span style=""color:#FFFB3D"">geendet</span><br><br><div><i>(acc., auf+D, auf+A, in+D, mit+D, als)</i></div>",Die Straße <b><i>endet</i></b> hier.,a termina/a lua sfârșit/a se încheia,Strada se termină aici.,,[sound:gtts-sent-8e99023a-399dcfb9-cf5bd2a2-4ac72373-cb2f1d77.mp3],[sound:gtts-word-63082d5f-2001409c-f1b20abc-a2c76588-08e34b1e.mp3],VERB
84886454655,"<span style=""color:#9FF527""><b>das</b></span> Ende, -s, (-n)","Sie wohnt <b><i><span style=""color:#9FF527"">am Ende</span></i></b> der Straße.","sfârșit, capăt, fine",Ea locuiește la capătul străzii.,,[sound:gtts-sent-07d80422-29b5e2fe-3583dbcc-eb21ba59-4ec04582.mp3],[sound:gtts-word-3d280a47-39b07c2a-2c31cad5-4cb75780-2a50346b.mp3],NOUN
84886454656,"<span style=""color:#9FF527""><b>das</b></span> Ende, -s, (-n)","Er bekommt sein Geld <b><i><span style=""color:#9FF527"">am Ende</span></i></b> des Monats.","sfârșit, capăt, fine",El își ia banii la finalul lunii.,,[sound:gtts-sent-35e7d59a-7c299183-fadbb737-98075a7e-eaece08e.mp3],[sound:gtts-word-3d280a47-39b07c2a-2c31cad5-4cb75780-2a50346b.mp3],NOUN
84886454657,"<b>entschuldigen</b>, <span style=""color:#0DA6FF"">entschuldigte</span>, hat <span style=""color:#FFFB3D"">entschuldigt</span>",<b><i>Entschuldigen</i></b> Sie bitte!,a scuza,"Scuzați-mă, vă rog!",,[sound:gtts-sent-2a4717e9-c314d7e3-eb38aab2-17458e55-d0946c85.mp3],[sound:gtts-word-02674fde-ac4adc7f-0959acce-3e120743-51c611aa.mp3],VERB
84886454658,"<span style=""color:#F5279F""><b>die</b></span> Entschuldigung, -en","● <b><i><span style=""color:#F5279F"">Entschuldigung</span></i></b>!<br>■ Bitte.",scuză,● Mă scuzați!<br>■ Vă rog.,,[sound:gtts-sent-8a9fb55d-21bd0e09-a0a62213-2d3b184a-8dc7cbe7.mp3],[sound:gtts-word-9acb43c0-57858bc1-9c2fd87b-6edb8ff1-4843a0aa.mp3],NOUN
84886454660,"<span style=""color:#9FF527""><b>das</b></span> Ergebnis, -ses, -se","Das <b><i><span style=""color:#9FF527"">Ergebnis</span></i></b> des Tests bekommen Sie in zwei Wochen.","deznodământ, rezultat",Veți primi rezultatul testului în două săptămâni.,,[sound:gtts-sent-d65d6331-5b66a9c5-d4ed7f0e-8a7dcf93-5a8506b8.mp3],[sound:gtts-word-b3c92ef4-89d13494-e9e600ad-d6c51972-546e5375.mp3],NOUN
84886454661,"<b>erklären</b>, <span style=""color:#0DA6FF"">erklärte</span>, hat <span style=""color:#FFFB3D"">erklärt</span>",Kannst du mir das <b><i>erklären</i></b>?,a explica/susține/declara,Îmi poți explica asta?,,[sound:gtts-sent-d720afcb-0b16ef0e-c51724e8-3e7dc010-4af2afb1.mp3],[sound:gtts-word-a106b734-847506d4-d3233d12-6e50c654-48fe97bd.mp3],VERB
84886454662,"<b>erlauben</b>, <span style=""color:#0DA6FF"">erlaubte</span>, hat <span style=""color:#FFFB3D"">erlaubt</span>",Rauchen ist hier nicht <b><i>erlaubt</i></b>.,a permite/îngădui/încuviința/lăsa,Fumatul nu este permis aici.,,[sound:gtts-sent-4ba8926e-4decb669-a764f9d6-c1576325-9694c1b6.mp3],[sound:gtts-word-c439790e-4544020e-1e148912-5f028184-e7bed4b4.mp3],VERB
84886454663,"<b><span style=""color:#279FF5"">der</span> Erwachsene</b>, -r<br><b><span style=""color:#F5279F"">die</span> Erwachsene</b>, -n","Dieser Film ist nur für <b><i><span style=""color:#279FF5"">Erwachsene</span></i></b>.",adult(ă),Acest film este doar pentru adulți.,,[sound:gtts-sent-33e93c37-9fe5f961-73cdd648-76fd6f2d-eaeb2e99.mp3],[sound:gtts-word-3300ad45-9e6418a3-982328f0-c6bdb62a-7533aeed.mp3],NOUN
84886454664,"<b>erzählen</b>, <span style=""color:#0DA6FF"">erzählte</span>, hat <span style=""color:#FFFB3D"">erzählt</span>",Wir müssen euch etwas <b><i>erzählen</i></b>!,a spune/zice/povesti/istorisi,Trebuie să vă spunem ceva!,,[sound:gtts-sent-10359baf-52e55d54-b3644e9a-c750b7ab-e170b7da.mp3],[sound:gtts-word-5ebd4874-b779123d-43625628-43c1a0de-71917944.mp3],VERB
84886454666,"<b>essen</b>, <span style=""color:#0DA6FF"">aß</span>, hat <span style=""color:#FFFB3D"">gegessen</span><br><i>(acc., von+D, mit+D)</i>",Was gibt es zu <b><i>essen</i></b>?,a mânca,Ce e de mâncat?,,[sound:gtts-sent-28f3f659-46cb0bf3-b30d65bc-da0f03b7-27664a85.mp3],[sound:gtts-word-06187e4a-6c3ea638-f7ac1e1a-47576cdd-8b66cc1b.mp3],VERB
84886454667,"<span style=""color:#9FF527""><b>das</b></span> Essen, -s, -","Das <b><i><span style=""color:#9FF527"">Essen</span></i></b> ist heute sehr gut.","mâncare, alimente, hrană, masă",Mâncarea este foarte bună astăzi.,,[sound:gtts-sent-1dcd9191-3f055ffc-c6f5010e-38bcb268-ac5057dd.mp3],[sound:gtts-word-903fe59b-f9c7dd6f-72b6814b-2ebcdd60-ed311d6e.mp3],NOUN
84886454668,<b>euer</b>,<b><i>Euer</i></b> Kurs beginnt heute.,(a-) vostru,Cursul vostru începe astăzi.,,[sound:gtts-sent-5e1ad781-ba157cc6-3225077b-973563f6-96c52a0d.mp3],[sound:gtts-word-439d675d-790de119-04071c37-4fa6cec1-36294f24.mp3],PRON
84886454669,"<b>fahren</b>, <span style=""color:#0DA6FF"">fuhr</span>, hat <span style=""color:#FFFB3D"">gefahren</span><br><br><div><i>(sich+A, acc., gegen+A, nach+D, über+A, durch+A, mit+D, bis+A, zu+D, in+A)</i></div>",Ich <b><i>fahre</i></b> mit dem Auto zur Arbeit.,a conduce/a circula/a merge cu un vehicul,Merg cu mașina la muncă.,,[sound:gtts-sent-57968505-0eecda33-2192c7e8-0a8a767a-fb5a1f70.mp3],[sound:gtts-word-537c4297-4bfb3760-d9e192cc-372c8077-c05daf20.mp3],VERB
84886454670,"<span style=""color:#279FF5""><b>der</b></span> Fahrer, -s, -","Bitte nicht mit <b><i><span style=""color:#279FF5"">dem Fahrer</span></i></b> sprechen!",șofer,Vă rog nu vorbiți cu șoferul!,,[sound:gtts-sent-2fc7a24d-01657ad7-fa3cdac1-52bfeb88-a149e4e2.mp3],[sound:gtts-word-4dbdd5a6-7e787cb3-24e69b32-c14aab6a-6a8584a1.mp3],NOUN
84886454671,"<span style=""color:#F5279F""><b>die</b></span> Fahrkarte, -n","Hast du schon <b><i><span style=""color:#F5279F"">eine Fahrkarte</span></i></b>?",bilet (de transport),Ai deja bilet?,,[sound:gtts-sent-957e1208-6ce94ea7-6e0f163d-a8a37f9b-548d43c0.mp3],[sound:gtts-word-5517985a-5e577bf9-372ce526-ea29ffa0-a60e252f.mp3],NOUN
84886454672,"<span style=""color:#9FF527""><b>das</b></span> Fahrrad, -(e)s, die Fahrräder","Fährst du mit <b><i><span style=""color:#9FF527"">dem Fahrrad</span></i></b> oder mit dem Auto?",bicicletă,Mergi cu bicicleta sau cu mașina?,,[sound:gtts-sent-3ccde7a0-d7fe0111-62e819ce-e25bdf4f-b88df0ef.mp3],[sound:gtts-word-edefdc13-5a96cfb4-4f8542a2-8f54d09c-c384898d.mp3],NOUN
84886454673,<b>falsch</b>,Das ist <b><i>falsch</i></b>.,fals/incorect/greșit,Asta este greșită.,,[sound:gtts-sent-8353b952-d9689ac2-d7a8b63d-150a4e7f-7f617ad5.mp3],[sound:gtts-word-18e2a07c-01186bf5-a1a5bb30-52321567-074edac9.mp3],ADJ
84886454674,"<span style=""color:#F5279F""><b>die</b></span> Familie, -n","Meine <b><i><span style=""color:#F5279F"">Familie</span></i></b> lebt in Spanien.",familie,Familia mea trăiește în Spania.,,[sound:gtts-sent-0cec7b2c-ca398316-40e8e75d-7bb24dd5-5613b521.mp3],[sound:gtts-word-d7d758c1-1b9ac118-3153a9df-1bf311ff-a9ab7c77.mp3],NOUN
84886454675,"<span style=""color:#279FF5""><b>der</b></span> Familienname, -ns, -n","Meine <b><i><span style=""color:#279FF5"">Familiennamen</span></i></b> sind García González.",nume de familie,Numele meu de familie este García González.,,[sound:gtts-sent-30cc5cf7-b89d786e-0f586de9-6f155df0-b79f9cbb.mp3],[sound:gtts-word-65eee320-b826a388-38e54b67-8b806edd-45dc30b3.mp3],NOUN
84886454676,"<span style=""color:#279FF5""><b>der</b></span> Familienstand, -(e)s, ⸚e","Bei „<b><i><span style=""color:#279FF5"">Familienstand</span></i></b>“ musst du „ledig“ ankreuzen.",stare civilă,Sub „stare civilă” trebui să bifezi „necăsătorit”.,,[sound:gtts-sent-786491dc-e47eb73c-c79cca15-c1a70538-6084b266.mp3],[sound:gtts-word-d7842672-080bdd1b-e6a33f96-650cbe54-3d978baf.mp3],NOUN
84886454677,"<span style=""color:#F5279F""><b>die</b></span> Farbe, -n","Die <b><i><span style=""color:#F5279F"">Farbe</span></i></b> gefällt mir gut.",culoare/vopsea,Îmi place culoarea.,,[sound:gtts-sent-b7b7702f-c6f6dda6-0faf7df6-2d1faeb0-38e1999c.mp3],[sound:gtts-word-647e4fad-8070ff65-44fd0c71-31652444-ff7e91fa.mp3],NOUN
84886454678,"<b><span style=""color:#9FF527"">das</span> Fax</b>, -e","Schicken Sie uns einfach ein <b><i><span style=""color:#9FF527"">Fax</span></i></b>!",fax,Trimiteți-ne pur și simplu un fax!,,[sound:gtts-sent-4a2677b7-744f55b0-7db7890b-06fe6016-02538835.mp3],[sound:gtts-word-56b0d873-5cbcc05d-636f520f-86f0a8b4-2f32404a.mp3],NOUN
84886454679,"<b><span style=""color:#279FF5"">der</span> Feierabend</b>, -s, -e","Wir machen jetzt <b><i><span style=""color:#279FF5"">Feierabend</span></i></b>.","terminarea lucrului, ora de închidere, seară liberă",Terminăm treaba acum.,,[sound:gtts-sent-f5ff602b-f0a5c13a-8e43828c-f1a9a7dc-daa11cb7.mp3],[sound:gtts-word-5610898c-7729e307-0eee356a-326c0866-3012864a.mp3],NOUN
84886454680,"<span style=""color:#279FF5""><b>der</b></span> Feiertag, -(e)s, -e","Am Montag ist <b><i><span style=""color:#279FF5"">Feiertag</span></i></b>.","sărbătoare, zi liberă",Luni este sărbătoare.,,[sound:gtts-sent-03d70bd2-2fc99e63-e7954243-1befb846-18998d71.mp3],[sound:gtts-word-75434ca0-b5546be8-af4dacb2-b672528d-b8126ca6.mp3],NOUN
84886454681,"<b>feiern</b>, <span style=""color:#0DA6FF"">feierte</span>, hat <span style=""color:#FFFB3D"">gefeiert</span>",Wir <b><i>feiern</i></b> heute meinen Geburtstag.,a celebra/serba/sărbători,Astăzi sărbătorim ziua mea de naștere.,,[sound:gtts-sent-378bef7e-52bce515-4d570ef8-a09b3357-c2970a10.mp3],[sound:gtts-word-0a687a53-7475ef5b-d89625f3-0e52b8b5-da27bc5b.mp3],VERB
84886454682,"<b>fehlen</b>, <span style=""color:#0DA6FF"">fehlte</span>, hat <span style=""color:#FFFB3D"">gefehlt</span><br><br><i>(<span title=""with dative object"">dat.</span>, <span title=""with accusative object"">acc.</span>, <span title=""'an' with Dative"">an<span class=""bKas rInf"">+D</span></span>, <span title=""'zu' (with Dative)"">zu<span class=""bKas rInf"">+D</span></span>)</i>","Herr Müller ist nicht da, er <b><i>fehlt</i></b> schon seit drei Tagen.",a lipsi/absenta,"Domnul Müller nu este aici, lipsește deja de 3 zile.",,[sound:gtts-sent-efc8572b-ed54a02a-4a7e8e60-76d16eec-f538b11e.mp3],[sound:gtts-word-37cec98d-dfb53792-6e891d8e-c1842f53-752be7c5.mp3],VERB
84886454683,"<b>fehlen</b>, <span style=""color:#0DA6FF"">fehlte</span>, hat <span style=""color:#FFFB3D"">gefehlt</span><br><br><i>(<span title=""with dative object"">dat.</span>, <span title=""with accusative object"">acc.</span>, <span title=""'an' with Dative"">an<span class=""bKas rInf"">+D</span></span>, <span title=""'zu' (with Dative)"">zu<span class=""bKas rInf"">+D</span></span>)</i>",Was <b><i>fehlt</i></b> Ihnen?,a lipsi/absenta,Ce vă lipsește?,,[sound:gtts-sent-4016c2a5-30a103db-aeb352bd-129721cd-76e20a55.mp3],[sound:gtts-word-37cec98d-dfb53792-6e891d8e-c1842f53-752be7c5.mp3],VERB
84886454684,"<span style=""color:#279FF5""><b>der</b></span> Fehler, -s, –","Diesen <b><i><span style=""color:#279FF5"">Fehler</span></i></b> mache ich immer.","greșeală, eroare",Mereu fac această greșeală.,,[sound:gtts-sent-f46467f8-8c341aeb-c2aed554-641b941e-863a37a4.mp3],[sound:gtts-word-61b1323e-e00530b7-8bd0c248-82e8c613-2d657f6e.mp3],NOUN
84886454685,"<b>fernsehen</b>, <span style=""color:#0DA6FF"">sah fern</span>, hat <span style=""color:#FFFB3D"">ferngesehen</span>",Wollen wir heute Abend mal <b><i>fernsehen</i></b>?,a se uita la televizor,Să ne uităm astă-seară la televizor?,,[sound:gtts-sent-7ccd326a-774bae73-8fb3d2e1-b16006ab-f2bd5bf3.mp3],[sound:gtts-word-7c2e4ddf-3da0cc5d-8e12aeec-635fab63-8d6ab5d1.mp3],VERB
84886454686,<b>fertig</b>,Bist du <b><i>fertig</i></b>?,gata/terminat/finalizat/pregătit,Ești gata?,,[sound:gtts-sent-b1e0d271-4a8111ec-6d69c3ed-d0b70cbf-10a7c060.mp3],[sound:gtts-word-d53893df-65fe46fb-22bdbd19-b1bb1306-e082c807.mp3],ADJ
84886454687,<b>fertig</b>,Ist mein Auto schon <b><i>fertig</i></b>?,gata/terminat/finalizat/pregătit,Este mașina mea deja gata?,,[sound:gtts-sent-2a56cf55-6cd58e7e-965793dd-d8f7b70e-dd9ae052.mp3],[sound:gtts-word-d53893df-65fe46fb-22bdbd19-b1bb1306-e082c807.mp3],ADJ
84886454688,"<b><span style=""color:#9FF527"">das</span> Feuer</b>, -s, -","Haben Sie <b><i><span style=""color:#9FF527"">Feuer</span></i></b>?",foc,Aveți un foc,,[sound:gtts-sent-5d850471-23bbce95-69f5aeda-1f4f954a-bf15f311.mp3],[sound:gtts-word-bb460446-7a8eea83-2ef58284-c3da82d4-50ff408d.mp3],NOUN
84886454689,"<b><span style=""color:#9FF527"">das</span> Fieber</b>, -s, -","Mein Mann hat noch immer <b><i><span style=""color:#9FF527"">Fieber</span></i></b>.",febră,Soțul meu încă are febră.,,[sound:gtts-sent-8a70d685-5005092b-2afe5dd2-7b94a079-92463fe1.mp3],[sound:gtts-word-ee94abcb-82ee3ceb-cce45de5-24f3b9f2-4b57449f.mp3],NOUN
